un_number,name_zh,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantities,excepted_quantities,packing_instruction,special_packing_provisions,portable_tank_instruction,portable_tank_special_provisions
1349,苦胺酸钠，湿的，按质量含 水不低于20%,"SODIUM PICRAMATE, WETTED with not less than 20% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
1350,硫,SULPHUR,4.1,-,Ⅲ,242,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1352,钛粉，湿的，含水不低于 25%(应有明显可见的过 量水) (a)机械方法生产的，粒径 小于53μm; (b)化学方法生产的，粒径 小于840 μm,"TITANIUM POWDER, WETTED with not less than 25% water(a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced particle size less than 840 microns",4.1,,Ⅱ,,1 kg,E2,P410 IBC06,PP40 B2,T3,TP33
1353,纤维或纤维织品，浸过轻 度硝化的硝化纤维素，未 另作规定的,"FIBRES or FABRICS IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N. O. S.",4.1,-,Ⅲ,-,5 kg,E1,P410 IBC08,B3,-,-
1354,三硝基苯，湿的，按质量含 水不低于30%,"TRINITROBENZENE, WETTED with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,-,-,-
1355,三硝基苯甲酸，湿的，按质 量含水不低于30%,"TRINITROBENZOIC ACID, WETTED with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,-,-,-
1356,三硝基甲苯，湿的，按质量 含水不低于 30%,"TRINITROTOLUENE, WETTED with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,-,-,-
1357,硝酸脲，湿的，按质量含水 不低于20%,"UREA NITRATE, WETTED with not less than 20% water, by mass",4.1,-,Ⅰ,28 227,0,E0,P406,-,-,-
1358,锆粉，湿的，含水不低于 25%(应有明显可见的过 量水) (a)机械方法生产的，粒径 小于53 μm; (b)化学方法生产的，粒径 小于840μm,"ZIRCONIUM POWDER, WETTED with not less than 25% water(a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced particle size less than 840 microns",4.1,-,Ⅱ,-,1 kg,E2,P410 IBC06,PP40 B2,T3,TP33
1360,磷化钙,CALCIUM PHOSPHIDE,4.3,6.1,Ⅰ,-,0,E0,P403,-,-,-
1361,炭，来源于动物或植物,"CARBON, animal or vegetable origin",4.2,-,Ⅱ,-,0,E0,P002 IBC06,PP12,T3,TP33
1361,炭，来源于动物或植物,"CARBON, animal or vegetable origin",4.2,-,Ⅲ,223,0,E0,P002 IBC08 LP02,PP12 B3,T1,TP33
1362,活性炭,"CARBON, ACTIVATED",4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,PP11 B3,T1,TP33
1363,椰肉干,COPRA,4.2,-,Ⅲ,29,0,E0,P003 IBC08 LP02,"PP20 B3,B6",BK2,-
1364,含油废棉,"COTTON WASTE, OILY",4.2,-,Ⅲ,-,0,E0,P003 IBC08 LP02,"PP19 B3,B6",-,-
1365,潮湿棉花,"COTTON, WET",4.2,-,Ⅲ,29,0,E0,P003 IBC08 LP02,"PP19 B3,B6",-,-
1369,对亚硝基二甲基苯胺,p-NITROSODIMETHYLANILINE,4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
1372,动物纤维，或植物纤维，烧 过的、湿的或潮的,"FIBRES, ANIMAL or FIBRES, VEGETABLE burnt, wet or damp",4.2,-,Ⅲ,123,0,E1,P410,-,-,-
1373,纤维或纤维织品，动物、植 物或合成的，未另作规定 的，含油,"FIBRES or FABRICS, ANIMAL or VEGETABLE or SYNTHETIC, N. O. S., with oil",4.2,-,Ⅲ,-,0,E0,P410 IBC08,B3,T1,TP33
1374,鱼粉(鱼屑)，未加稳定 剂的,"FISH MEAL (FISH SCRAP), UNSTABILIZED",4.2,-,Ⅱ,300,0,E2,P410 IBC08,"B2,B4",T3,TP33
1376,废氧化铁或废海绵状铁， 从提纯煤气获得的,"IRON OXIDE, SPENT or IRON SPONGE, SPENT obtained from coal gas purification",4.2,-,Ⅲ,223,0,E0,P002 IBC08 LP02,B3,T1 BK2,TP33
1378,金属催化剂，湿的，含可见 的过量液体,"METAL CATALYST, WETTED with a visible excess of liquid",4.2,-,Ⅱ,274,0,E0,P410 IBC01,PP39,T3,TP33
1379,不饱和油类处理的纸，未 完全干的(包括复写纸),"PAPER, UNSATURATED OIL TREATED, incompletely dried(including carbon paper)",4.2,-,Ⅲ,-,0,E0,P410 IBC08,B3,-,-
1380,戊硼烷,PENTABORANE,4.2,6.1,Ⅰ,-,0,E0,P601,-,-,-
1381,白磷或黄磷，干的或浸在 水中或溶剂中,"PHOSPHORUS, WHITE or YELLOW, DRY or UNDER WATER or IN SOLUTION",4.2,6.1,Ⅰ,-,0,E0,P405,-,T9,TP3 TP31
1382,无水硫化钾或硫化钾，含 结晶水低于 30%,"POTASSIUM SULPHIDE, ANHYDROUS or POTASSIUM SULPHIDE with less than 30% water of crystallization",4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
1383,发火金属，未另作规定或 发火合金，未另作规定的,"PYROPHORIC METAL, N. O. S. or PYROPHORIC ALLOY, N. O. S.",4.2,-,Ⅰ,274,0,E0,P404,-,T21,TP7 TP33
1384,连二亚硫酸钠,SODIUM DITHIONITE(SODIUM HYDROSULPHITE),4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
1385,无水硫化钠，或硫化钠，含 结晶水低于 30%,"SODIUM SULPHIDE, ANHYDROUS or SODIUM SULPHIDE with less than 30% water of crystallization",4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
1386,种子油饼，含油超过1.5%， 含水不超过 11%,SEED CAKE with more than 1.5% oil and not more than 11% moisture,4.2,-,Ⅲ,29,0,E0,P003 IBC08 LP02,"PP20 B3,B6",BK2,-
1387,羊毛废料，湿的,"WOOL WASTE, WET",4.2,-,Ⅲ,123,0,E1,P410,-,-,-
1389,液态碱金属汞齐,"ALKALI METAL AMALGAM, LIQUID",4.3,-,Ⅰ,182,0,E0,P402,-,-,-
1390,氨基碱金属,ALKALI METAL AMIDES,4.3,-,Ⅱ,182,500 g,E2,P410 IBC07,B2,T3,TP33
1391,碱金属分散体或碱土金属 分散体,ALK ALI METAL DISPERSION or ALKALINE EARTH METAL DISPERSION,4.3,-,Ⅰ,182 183,0,E0,P402,-,-,TP2 TP7 TP42
1392,液态碱土金属汞齐,"ALK ALINE EARTH MET AL AMALGAM,LIQUID",4.3,-,Ⅰ,183,0,E0,P402,-,-,-
1393,碱土金属合金，未另作规 定的,"ALK ALINE EARTH METAL ALLOY, N. O. S.",4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1394,碳化铝,ALUMINIUM CARBIDE,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1395,硅铝铁合金粉,ALUMINIUM FERROSILICON POWDER,4.3,6.1,Ⅱ,-,500 g,E2,P410 IBC05,B2,T3,TP33
1396,铝粉，无涂层的,"ALUMINIUM POWDER, UNCOATED",4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1396,铝粉，无涂层的,"ALUMINIUM POWDER, UNCOATED",4.3,-,Ⅲ,223,1 kg,E1,P410 IBC08,B4,T1,TP33
1397,磷化铝,ALUMINIUM PHOSPHIDE,4.3,6.1,Ⅰ,-,0,E0,P403,-,-,-
1398,硅铝粉，无涂层的,"ALUMINIUM SILICON POWDER, UNCOATED",4.3,-,Ⅲ,37 223,1 kg,E1,P410 IBC08,B4,T1 BK2,TP33
1400,钡,BARIUM,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1401,钙,CALCIUM,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1402,碳化钙,CALCIUM CARBIDE,4.3,-,Ⅰ,-,0,E0,P403 IBC04,B1,T9,TP7 TP33
1402,碳化钙,CALCIUM CARBIDE,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1403,氰氨化钙，含碳化钙高于 0.1%,CALCIUM CYANAMIDE with more than 0.1% calcium carbide,4.3,-,Ⅲ,38,1 kg,E1,P410 IBC08,B4,T1,TP33
1404,氢化钙,CALCIUM HYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1405,硅化钙,CALCIUM SILICIDE,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1405,硅化钙,CALCIUM SILICIDE,4.3,-,Ⅲ,223,1 kg,E1,P410 IBC08,B4,T1,TP33
1407,铯,CAESIUM,4.3,-,Ⅰ,-,0,E0,P403 IBC04,B1,-,-
1408,硅铁，含硅不低于30%，但 少于90%,FERROSILICON with 30% or more but less than 90% silicon,4.3,6.1,Ⅲ,39 223,1 kg,E1,P003 IBC08,"PP20 B4,B6",T1BK2,TP33
1409,金属氢化物，遇水反应，未 另作规定的,"METAL HYDRIDES, WATER-REACTIVE, N. O. S.",4.3,-,Ⅰ,274,0,E0,P403,-,-,-
1409,金属氢化物，遇水反应，未 另作规定的,"METAL HYDRIDES, WATER-REACTIVE, N. O. S.",4.3,-,Ⅱ,274,500 g,E2,P410 IBC04,-,T3,TP33
1410,氢化铝锂,LITHIUM ALUMINIUM HYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1411,氢化铝锂的醚溶液,"LITHIUM ALUMINIUM HYDRIDE, ETHEREAL",4.3,3,Ⅰ,-,0,E0,P402,-,-,-
1413,硼氢化锂,LITHIUM BOROHYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1414,氢化锂,LITHIUM HYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1415,锂,LITHIUM,4.3,-,Ⅰ,-,0,E0,P403 IBC04,B1,T9,TP7 TP33
1417,硅锂合金,LITHIUM SILICON,4.3,-,Ⅱ,-,500 g,E2,P410 IBC07,B2,T3,TP33
1418,镁粉或镁合金粉,MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER,4.3,4.2,Ⅰ,-,0,E0,P403,-,-,-
1418,镁粉或镁合金粉,MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER,4.3,4.2,Ⅱ,-,0,E2,P410 IBC05,B2,T3,TP33
1418,镁粉或镁合金粉,MAGNESIUM POWDER or MAGNESIUM ALLOYS POWDER,4.3,4.2,Ⅲ,223,0,E1,P410 IBC08,B4,T1,TP33
1419,磷化铝镁,MAGNESIUM ALUMINIUM PHOSPHIDE,4.3,6.1,Ⅰ,-,0,E0,P403,-,-,-
1420,液态钾金属合金,"POTASSIUM METAL ALLOYS, LIQUID",4.3,-,Ⅰ,-,0,E0,P402,-,-,-
1421,液态碱金属合金，未另作 规定的,"ALK ALI METAL ALLOY, LIQUID, N. O. S.",4.3,-,Ⅰ,182,0,E0,P402,-,-,-
1422,液态钾钠合金,"POTASSIUM SODIUM ALLOYS, LIQUID",4.3,-,Ⅰ,-,0,E0,P402,-,T9,TP3 TP7 TP31
1423,铷,RUBIDIUM,4.3,-,Ⅰ,-,0,E0,P403 IBC04,B1,-,-
1426,硼氢化钠,SODIUM BOROHYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1427,氢化钠,SODIUM HYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
1428,钠,SODIUM,4.3,-,Ⅰ,-,0,E0,P403 IBC04,B1,T9,TP7 TP33
1431,甲醇钠,SODIUM METHYLATE,4.2,8,Ⅱ,-,0,E2,P410 IBC05,B2,T3,TP33
1432,磷化钠,SODIUM PHOSPHIDE,4.3,6.1,Ⅰ,-,0,E0,P403,-,-,-
1433,磷化锡,STANNIC PHOSPHIDES,4.3,6.1,Ⅰ,-,0,E0,P403,-,-,-
1435,锌灰,ZINC ASHES,4.3,-,Ⅲ,223,1 kg,E1,P002 IBC08,B4,T1 BK2,TP33
1436,锌粉或锌粉尘,ZINC POWDER or ZINC DUST,4.3,4.2,Ⅰ,-,0,E0,P403,-,-,-
1436,锌粉或锌粉尘,ZINC POWDER or ZINC DUST,4.3,4.2,Ⅱ,-,0,E2,P410 IBC07,B2,T3,TP33
1436,锌粉或锌粉尘,ZINC POWDER or ZINC DUST,4.3,4.2,Ⅲ,223,0,E1,P410 IBC08,B4,T1,TP33
1437,氢化锆,ZIRCONIUM HYDRIDE,4.1,-,Ⅱ,-,1 kg,E2,P410 IBC04,PP40,T3,TP33
1438,硝酸铝,ALUMINIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2,TP33
1439,重铬酸铵,AMMONIUM DICHROMATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1442,高氯酸铵,AMMONIUM PERCHLORATE,5.1,-,Ⅱ,152,1 kg,E2,P002 IBC06,B2,T3,TP33
1444,过硫酸铵,AMMONIUM PERSULPHATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1445,固态氯酸钡,"BARIUM CHLORATE, SOLID",5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1446,硝酸钡,BARIUM NITRATE,5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1447,固态高氯酸钡,"BARIUM PERCHLORATE, SOLID",5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1448,高锰酸钡,BARIUM PERMANGANATE,5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,1P33
1449,过氧化钡,BARIUM PEROXIDE,5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1450,无机溴酸盐，未另作规 定的,"BROMATES, INORGANIC, N. O. S.",5.1,-,Ⅱ,274 350,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1451,硝酸铯,CAESIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1452,氯酸钙,CALCIUM CHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1453,亚氯酸钙,CALCIUM CHLORITE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1454,硝酸钙,CALCIUM NITRATE,5.1,-,Ⅲ,208,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1455,高氯酸钙,CALCIUM PERCHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1456,高锰酸钙,CALCIUM PERMANGANATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,FP33
1457,过氧化钙,CALCIUM PEROXIDE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,1P33
1458,氯酸盐和硼酸盐混合物,CHLORATE AND BORATE MIXTURE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1458,氯酸盐和硼酸盐混合物,CHLORATE AND BORATE MIXTURE,5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1459,固态氯酸盐和氯化镁混 合物,"CHLORATE AND MAGNESIUM CHLORIDE MIXTURE, SOLID",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1459,固态氯酸盐和氯化镁混 合物,"CHLORATE AND MAGNESIUM CHLORIDE MIXTURE, SOLID",5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1461,无机氯酸盐，未另作规 定的,"CHLORATES, INORGANIC, N. O. S.",5.1,-,Ⅱ,274 351,1 kg,E2,P002 IBC06,B2,T3,TP33
1462,无机亚氯酸盐，未另作规 定的,"CHLORITES, INORGANIC, N. O. S.",5.1,-,Ⅱ,274 352,1 kg,E2,P002 IBC06,B2,T3,TP33
1463,无水三氧化铬,"CHROMIUM TRIOXIDE, ANHYDROUS",5.1,6.1 8,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1465,硝酸钕错,DIDYMIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1466,硝酸铁,FERRIC NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1467,硝酸胍,GUANIDINE NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1469,硝酸铅,LEAD NITRATE,5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1470,固态高氯酸铅,"LEAD PERCHLORATE, SOLID",5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1471,次氯酸锂，干的或次氯酸 锂混合物,"LITHIUM HYPOCHLORITE, DRY or LITHIUM HYPOCHLORITE MIXTURE",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",-,-
1471,次氯酸锂，干的或次氯酸 锂混合物,"LITHIUM HYPOCHLORITE, DRY or LITHIUM HYPOCHLORITE MIXTURE",5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1472,过氧化锂,LITHIUM PEROXIDE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1473,溴酸镁,MAGNESIUM BROMATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1474,硝酸镁,MAGNESIUM NITRATE,5.1,-,Ⅲ,332,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1475,高氯酸镁,MAGNESIUM PERCHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1476,过氧化镁,MAGNESIUM PEROXIDE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1477,无机硝酸盐，未另作规 定的,"NITRATES, INORGANIC, N. O. S.",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1477,无机硝酸盐，未另作规 定的,"NITRATES, INORGANIC, N. O. S.",5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1479,氧化性固体，未另作规 定的,"OXIDIZING SOLID, N. O. S.",5.1,-,Ⅰ,274,0,E0,P503 IBC05,B1,-,-
1479,氧化性固体，未另作规 定的,"OXIDIZING SOLID, N. O. S.",5.1,-,Ⅱ,274,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1479,氧化性固体，未另作规 定的,"OXIDIZING SOLID, N. O. S.",5.1,-,Ⅲ,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1481,无机高氯酸盐，未另作规 定的,"PERCHLORATES, INORGANIC, N. O. S.",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1481,无机高氯酸盐，未另作规 定的,"PERCHLORATES, INORGANIC, N. O. S.",5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,FP33
1482,无机高锰酸盐，未另作规 定的,"PERMANGANATES, INORGANIC, N. O. S.",5.1,-,Ⅱ,206 274 353,1 kg,E2,P002 IBC06,B2,T3,TP33
1482,无机高锰酸盐，未另作规 定的,"PERMANGANATES, INORGANIC, N. O. S.",5.1,-,Ⅲ,206 223 274 353,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1483,无机过氧化物，未另作规 定的,"PEROXIDES, INORGANIC, N. O. S.",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1483,无机过氧化物，未另作规 定的,"PEROXIDES, INORGANIC, N. O. S.",5.1,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1484,溴酸钾,POTASSIUM BROMATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1485,氯酸钾,POTASSIUM CHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1486,硝酸钾,POTASSIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1487,硝酸钾和亚硝酸钠混合物,POTASSIUM NITRATE AND SODIUM NITRITE MIXTURE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1488,亚硝酸钾,POTASSIUM NITRITE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1489,高氯酸钾,POTASSIUM PERCHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1490,高锰酸钾,POTASSIUM PERMANGANATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1491,过氧化钾,POTASSIUM PEROXIDE,5.1,-,Ⅰ,-,0,E0,P503 IBC06,B1,-,-
1492,过硫酸钾,POTASSIUM PERSULPHATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1493,硝酸银,SILVER NITRATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1494,溴酸钠,SODIUM BROMATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1495,氯酸钠,SODIUM CHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3 BK1 BK2,TP33
1496,亚氯酸钠,SODIUM CHLORITE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1498,硝酸钠,SODIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1499,硝酸钠和硝酸钾混合物,SODIUM NITRATE AND POTASSIUM NITRATE MIXTURE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
1500,亚硝酸钠,SODIUM NITRITE,5.1,6.1,Ⅲ,-,5 kg,E1,P002 IBC08,B3,T1,TP33
1502,高氯酸钠,SODIUM PERCHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1503,高锰酸钠,SODIUM PERMANGANATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1504,过氧化钠,SODIUM PEROXIDE,5.1,-,Ⅰ,-,0,E0,P503 IBC05,B1,-,-
1505,过硫酸钠,SODIUM PERSULPHATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1506,氯酸锶,STRONTIUM CHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1507,硝酸锶,STRONTIUM NITRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1508,高氯酸锶,STRONTIUM PERCHLORATE,5.1,-,Ⅱ,=,1 kg,E2,P002 IBC06,B2,T3,TP33
1509,过氧化锶,STRONTIUM PEROXIDE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1510,四硝基甲烷,TETRANITROMETHANE,6.1,5.1,Ⅰ,354,0,E0,P602,-,-,-
1511,过氧化氢脲,UREA HYDROGEN PEROXIDE,5.1,8,Ⅲ,-,5 kg,E1,P002 IBC08,B3,T1,TP33
1512,亚硝酸锌铵,ZINC AMMONIUM NITRITE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1513,氯酸锌,ZINC CHLORATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1514,硝酸锌,ZINC NITRATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2,B4",T3,TP33
1515,高锰酸锌,ZINC PERMANGANATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1516,过氧化锌,ZINC PEROXIDE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC06,B2,T3,TP33
1517,苦氨酸锆，湿的，按质量含 水不低于20%,"ZIRCONIUM PICRAMATE, WETTED with not less than 20% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
1541,丙酮合氰化氢，稳定的,"ACETONE CYANOHYDRIN, ST ABILIZED",6.1,-,Ⅰ,354,0,E0,P602,-,T20,TP2 TP13
1544,固态生物碱，未另作规定 的或固态生物碱盐类，未 另作规定的,"ALK ALOIDS, SOLID, N. O. S. or ALK ALOID SALTS, SOLID, N. O. S.",6.1,-,Ⅰ,43 274,0,E5,P002 IBC07,B1,T6,TP33
1544,固态生物碱，未另作规定 的或固态生物碱盐类，未 另作规定的,"ALK ALOIDS, SOLID, N. O. S. or ALK ALOID SALTS, SOLID, N. O. S.",6.1,-,Ⅱ,43 274,500 g,E4,P002 IBC08,"B2,B4",T3,TP33
1544,固态生物碱，未另作规定 的或固态生物碱盐类，未 另作规定的,"ALK ALOIDS, SOLID, N. O. S. or ALK ALOID SALTS, SOLID, N. O. S.",6.1,-,Ⅲ,43 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1545,异硫氰酸烯丙酯，稳定的,"ALLYL ISOTHIOCYANATE, STABILIZED",6.1,3,Ⅱ,386,100 mL,E0,P001 IBC02,-,T7,TP2
1546,砷酸铵,AMMONIUM ARSENATE,6.1,-,Ⅱ,-,500 g,E4,P002 IBC08,"B2,B4",T3,TP33
1547,苯胺,ANILINE,6.1,-,Ⅱ,279,100 mL,E4,P001 IBC02,-,T7,TP2
1548,盐酸苯胺,ANILINE HYDROCHLORIDE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1549,固态无机锑化合物，未另 作规定的,"ANTIMONY COMPOUND, INORGANIC, SOLID, N. O. S.",6.1,-,Ⅲ,45 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1550,乳酸锑,ANTIMONY LACTATE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1551,酒石酸氧锑钾,ANTIMONY POT ASSIUM TARTRATE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
1553,液态砷酸,"ARSENIC ACID, LIQUID",6.1,-,Ⅰ,-,0,E5,P001,-,T20,TP2 TP7 TP13
1554,固态砷酸,"ARSENIC ACID, SOLID",6.1,-,Ⅱ,-,500 g,E4,P002 IBC08,"B2,B4",T3,TP33
1555,溴化砷,ARSENIC BROMIDE,6.1,-,Ⅱ,-,500 g,E4,P002 IBC08,"B2,B4",T3,TP33
1556,液态砷化合物，未另作规 定的，无机物，包括： 砷酸盐，未另作规定的； 亚砷酸盐，未另作规定的； 硫化砷，未另作规定的,"ARSENIC COMPOUND, LIQUID, N. O. S., inorganic, including: Arsenates, n. o. s.; Arsenites, n. o. s.; and Arsenic sulphides, n. o. s.",6.1,-,Ⅰ,43 274,0,E5,P001,-,T14,TP2 TP13 TP27
1556,液态砷化合物，未另作规 定的，无机物，包括： 砷酸盐，未另作规定的； 亚砷酸盐，未另作规定的； 硫化砷，未另作规定的,"ARSENIC COMPOUND, LIQUID, N. O. S., inorganic, including: Arsenates, n. o. s.; Arsenites, n. o. s.; and Arsenic sulphides, n. o. s.",6.1,-,Ⅱ,43 274,100 mL,E4,P001 IBC02,-,T11,TP2 TP13 TP27
