包装类别,"经口毒性
LD50/(mg/kg)","经皮毒性
LD50/(mg/kg)","吸入粉尘和烟雾毒性
LC50/(mg/L)"
"Ⅰ
Ⅱ
Ⅲ","LD50≤5
5<LD50≤50
50<LD50≤300","LD50≤50
50<LD50≤200
200<LD50≤1000","LC50≤0.2
0.2<LC50≤2
2<LC50≤4"
